logz logzerr logvol nlive logl logwt insert_order
-2.621610202142866910e+05 1.629308558801118352e+03 -1.550000000000000822e-01 4.000000000000000000e+02 -2.611100625000000000e+05 -2.611162102142866934e+05 nan
-2.611162102142866934e+05 5.227682202770286040e+02 -1.575000000000000844e-01 4.000000000000000000e+02 -2.570066250000000000e+05 -2.570127752142866957e+05 nan
-2.570127752142866957e+05 2.341749592092664898e+03 -1.600000000000000866e-01 4.000000000000000000e+02 -2.558794687500000000e+05 -2.558856214642866980e+05 nan
-2.558856214642866980e+05 1.449621831834372870e+03 -1.625000000000000888e-01 4.000000000000000000e+02 -2.550381562500000000e+05 -2.550443114642867004e+05 nan
-2.550443114642867004e+05 6.008321225770976071e+02 -1.650000000000000910e-01 4.000000000000000000e+02 -2.520195156250000000e+05 -2.520256733392867027e+05 nan
-2.520256733392867027e+05 1.586351636836016496e+03 -1.675000000000000933e-01 4.000000000000000000e+02 -2.514027500000000000e+05 -2.514089102142867050e+05 nan
-2.514089102142867050e+05 1.479721498551769173e+03 -1.700000000000000955e-01 4.000000000000000000e+02 -2.486046875000000000e+05 -2.486108502142866782e+05 nan
-2.486108502142866782e+05 2.016740552459840274e+03 -1.725000000000000977e-01 4.000000000000000000e+02 -2.481148593750000000e+05 -2.481210245892866806e+05 nan
-2.481210245892866806e+05 2.414592899380195377e+02 -1.750000000000000999e-01 4.000000000000000000e+02 -2.464482500000000000e+05 -2.464544177142866829e+05 nan
-2.464544177142866829e+05 1.045183940212309835e+03 -1.775000000000001021e-01 4.000000000000000000e+02 -2.444971875000000000e+05 -2.445033577142866852e+05 nan
-2.445033577142866852e+05 1.739335602243610310e+03 -1.800000000000001044e-01 4.000000000000000000e+02 -2.428298281250000000e+05 -2.428360008392866876e+05 nan
-2.428360008392866876e+05 1.992993984472384682e+03 -1.825000000000001066e-01 4.000000000000000000e+02 -2.391443750000000000e+05 -2.391505502142866899e+05 nan
-2.391505502142866899e+05 3.038780732201841602e+03 -1.850000000000001088e-01 4.000000000000000000e+02 -2.389217812500000000e+05 -2.389279589642866922e+05 nan
-2.389279589642866922e+05 2.983512311571949340e+03 -1.875000000000001110e-01 4.000000000000000000e+02 -2.370934062500000000e+05 -2.370995864642866945e+05 nan
-2.370995864642866945e+05 1.663255648808253000e+03 -1.900000000000001132e-01 4.000000000000000000e+02 -2.344455312500000000e+05 -2.344517139642866969e+05 nan
-2.344517139642866969e+05 1.146311204329136217e+03 -1.925000000000001155e-01 4.000000000000000000e+02 -2.318971093750000000e+05 -2.319032945892866992e+05 nan
-2.319032945892866992e+05 1.966027603011933252e+03 -1.950000000000001177e-01 4.000000000000000000e+02 -2.311027187500000000e+05 -2.311089064642867015e+05 nan
-2.311089064642867015e+05 1.745155281227863952e+03 -1.975000000000001199e-01 4.000000000000000000e+02 -2.308140937500000000e+05 -2.308202839642867038e+05 nan
-2.308202839642867038e+05 1.021049513913337023e+03 -2.000000000000001221e-01 4.000000000000000000e+02 -2.307164218750000000e+05 -2.307226145892866771e+05 nan
-2.307226145892866771e+05 1.044038864895560209e+03 -2.025000000000001243e-01 4.000000000000000000e+02 -2.302745000000000000e+05 -2.302806952142866794e+05 nan
-2.302806952142866794e+05 2.392354109404259930e+02 -2.050000000000001266e-01 4.000000000000000000e+02 -2.262167343750000000e+05 -2.262229320892866817e+05 nan
-2.262229320892866817e+05 2.058497081293504834e+03 -2.075000000000001288e-01 4.000000000000000000e+02 -2.258406250000000000e+05 -2.258468252142866841e+05 nan
