weight logl t0 tau logZsun
0.000000000000000000e+00 -1.088075375000000000e+06 1.230112976943943970e+01 6.842124046484608924e-01 -2.032022308610801353e+00
0.000000000000000000e+00 -1.084880125000000000e+06 1.266340552865912272e+01 2.913134681480121557e+00 4.428444882359361401e-02
0.000000000000000000e+00 -1.084243500000000000e+06 1.252873094518315966e+01 7.298085519254481568e+00 -1.048667931535165687e+00
0.000000000000000000e+00 -1.069540250000000000e+06 1.166424447068773418e+01 6.905833402685993327e+00 -1.651152343273534662e+00
0.000000000000000000e+00 -1.055786000000000000e+06 1.102795671133171318e+01 8.853428468969479326e+00 -2.043610715801999156e+00
0.000000000000000000e+00 -1.047985500000000000e+06 1.322613296687928219e+01 1.958416080801288761e-01 -3.480670555049751869e-01
0.000000000000000000e+00 -1.047753750000000000e+06 1.263341178662700770e+01 2.338259277001490499e+00 -3.684645583226142662e-01
0.000000000000000000e+00 -1.045064250000000000e+06 1.253275886451764620e+01 5.600143888346471144e+00 -3.489082718295035690e-01
0.000000000000000000e+00 -1.043496125000000000e+06 1.215905596446215142e+01 2.505298162726668387e+00 -1.406282978948855344e+00
0.000000000000000000e+00 -1.038999750000000000e+06 1.160289525923481868e+01 1.452734844557728833e+00 -2.212854812568754603e+00
0.000000000000000000e+00 -1.029480250000000000e+06 1.167484404619357896e+01 1.754791857951440770e+00 -1.983941713649575167e+00
0.000000000000000000e+00 -1.014072562500000000e+06 1.049884937699909315e+01 9.056028432434411357e+00 -2.199260411531642312e+00
0.000000000000000000e+00 -1.000989000000000000e+06 1.020295932582233256e+01 8.802042155935488665e+00 -2.436124601414354718e+00
0.000000000000000000e+00 -9.986024375000000000e+05 1.251140334891290706e+01 2.677722325572800433e+00 -9.406724577667828768e-01
0.000000000000000000e+00 -9.747475000000000000e+05 1.071938139617684982e+01 3.724487007160701246e+00 -2.201516572391001958e+00
0.000000000000000000e+00 -9.723370625000000000e+05 1.144571994656006275e+01 3.660733178472477256e+00 -1.667548353442544373e+00
0.000000000000000000e+00 -9.668355000000000000e+05 1.151144302217501725e+01 7.168477111157705473e+00 -1.492630752468785627e+00
0.000000000000000000e+00 -9.580822500000000000e+05 1.293889676865799743e+01 4.479561410840672830e-01 -8.609648185853890912e-01
0.000000000000000000e+00 -9.542925000000000000e+05 1.268517847279531097e+01 1.814018766013316131e-01 -2.292274083503573312e+00
