t0 tau logZsun
1.087395175951638215e+01 4.421959686242911691e-01 1.991358432412084767e-01
1.072158121179013790e+01 4.641449545791595521e-01 1.572752323075414793e-01
1.063560771254890014e+01 4.830136329507898063e-01 1.468930276840527682e-01
1.088204541580345897e+01 4.378257567228519553e-01 1.837904900165998612e-01
1.093158267886064650e+01 4.319665319915263479e-01 2.078435459256962048e-01
1.083021278567969325e+01 4.493248038186273274e-01 1.899515020820481404e-01
1.058120213342520088e+01 4.885974453224486425e-01 1.215527638727476045e-01
1.091474578921972949e+01 4.327749646799892158e-01 1.889068663775628210e-01
1.097516907205102399e+01 4.230424972434073116e-01 2.127225603758207129e-01
1.061649860183608496e+01 4.836183965759073278e-01 1.301881388762970992e-01
1.060165228493390721e+01 4.837287472813717737e-01 1.167590279672925391e-01
1.095228761075525448e+01 4.255178934214945974e-01 1.998930610764118043e-01
1.091892200657127177e+01 4.307529178868917952e-01 1.852438244920504573e-01
1.085985456490771206e+01 4.399648328923310148e-01 1.752944106308733652e-01
1.088917518541610718e+01 4.418889851099883082e-01 2.071819095775784270e-01
1.064630335115263726e+01 4.803720924569613859e-01 1.485473752763368793e-01
1.093769781200187197e+01 4.314262007746194616e-01 2.094440413830946923e-01
1.063249258783055851e+01 4.804225532899039086e-01 1.289710264131498363e-01
1.069502583372845628e+01 4.668958203509070981e-01 1.351042521200525037e-01
1.088134322878299365e+01 4.395877192073957551e-01 1.946922846924490358e-01
1.069967052009253905e+01 4.671395157939617349e-01 1.474516988121608030e-01
1.092645358224737251e+01 4.312028286062411508e-01 1.932144387959082721e-01
1.089536754577445343e+01 4.382067461962930177e-01 2.008903368053065464e-01
1.095135023445817524e+01 4.241931744224479162e-01 1.969070551603602226e-01
1.091080542245544116e+01 4.333785833095302742e-01 1.942113556334401636e-01
1.090385996622197773e+01 4.346725984515070196e-01 1.923715442180409241e-01
1.064618696497381478e+01 4.764400906971020255e-01 1.314147425950151771e-01
1.063029756845212503e+01 4.831126486936537234e-01 1.381866298421670081e-01
1.089935176895873248e+01 4.378642910506954644e-01 2.001315740144149480e-01
1.085625323761982308e+01 4.399651428737518799e-01 1.723503948659561580e-01
1.059524127953497619e+01 4.905438224812882497e-01 1.441713924993131002e-01
1.089242869345421383e+01 4.373972430054631766e-01 1.886408171475504325e-01
1.092610925244470721e+01 4.323456917724136650e-01 2.011112651933295581e-01
1.055465307459950530e+01 4.941750813915771201e-01 1.201310553746979259e-01
1.089276161821483058e+01 4.367854247141076396e-01 1.866884731561904154e-01
1.090832463495869753e+01 4.339105457238079389e-01 1.942487926495841677e-01
1.075543022484431255e+01 4.583638825198427802e-01 1.762520363036212956e-01
1.087892703940592476e+01 4.380979113651629619e-01 1.806080585145184436e-01
1.060459858377480913e+01 4.857754299227357575e-01 1.306700774097051543e-01
1.097043220163396349e+01 4.226072277663021626e-01 2.054202236911382151e-01
1.070974213359650484e+01 4.662615869735693419e-01 1.536106387664846196e-01
1.097491514550353919e+01 4.230876907941866216e-01 2.142034548002889061e-01
1.067123379062364208e+01 4.734166951248602873e-01 1.405447421920191786e-01
1.093693353321833328e+01 4.279925269692247403e-01 1.893542217813766193e-01
1.069270128080044557e+01 4.726816396503409901e-01 1.657036800228866014e-01
1.067731969145885706e+01 4.728932476712883748e-01 1.390395257724090783e-01
1.088141864073690179e+01 4.397953229496638361e-01 1.934344503876745947e-01
1.098220683249210694e+01 4.210556914101490356e-01 2.168862731228786700e-01
1.091254925532089359e+01 4.366171508450908956e-01 2.089130817237623283e-01
1.083290786916800030e+01 4.465573027464856959e-01 1.825920070104869453e-01
1.089673997098415903e+01 4.371640835409322245e-01 1.945478011781629490e-01
1.096868400795709420e+01 4.223140864919364135e-01 2.074677803233759832e-01
1.081008233588972622e+01 4.493490285716060240e-01 1.728684258844928046e-01
1.067268680097097366e+01 4.748877654754648514e-01 1.485729772704895701e-01
1.064820590986269266e+01 4.814546749769167411e-01 1.533318343590459598e-01
1.047261604791231093e+01 5.096645196025598734e-01 1.160710292993143433e-01
1.059175409223791675e+01 4.891410232799530688e-01 1.322188433013096187e-01
1.061774991075980523e+01 4.811572936535413181e-01 1.163743587162890947e-01
1.069451571924547828e+01 4.704205090130545441e-01 1.528613611151019569e-01
1.064860480997345782e+01 4.776246300311541848e-01 1.335475746534440233e-01
1.087029860092154721e+01 4.385836981697707748e-01 1.780492348594733265e-01
1.092335182993013198e+01 4.265274498416767313e-01 1.737994059301026795e-01
1.087950335535776958e+01 4.407688539326393151e-01 1.952008466150614296e-01
1.066817702221740483e+01 4.725406540781249554e-01 1.318552605768990027e-01
1.090518057520156958e+01 4.342854873125919779e-01 1.901838710185450587e-01
1.085764251127790203e+01 4.440739936223621065e-01 1.937258205149028356e-01
1.065653765995418922e+01 4.793877940017136075e-01 1.498886777731462949e-01
1.068886415109414045e+01 4.712790238011981270e-01 1.482382866287248468e-01
1.066561567483438289e+01 4.752945763584149885e-01 1.437901141221593626e-01
1.098472043048364277e+01 4.218565528935874220e-01 2.267536613566600856e-01
1.087792417314458682e+01 4.405342252518666402e-01 1.915890736670671224e-01
1.078973866548301075e+01 4.503898457851812642e-01 1.644828190956486580e-01
1.068404089344166508e+01 4.712944460799353696e-01 1.463376389157318158e-01
1.061107557031103532e+01 4.828080402297594276e-01 1.225325519725308787e-01
1.090476812886190139e+01 4.347705033696692145e-01 1.879268679522168028e-01
1.060363050730624046e+01 4.887811350506447439e-01 1.452645870016930907e-01
1.093253252481758686e+01 4.311648750911349914e-01 2.057403302286360258e-01
1.052897380900514435e+01 4.950188100714402184e-01 1.065131253198114969e-01
1.058948074970176378e+01 4.885737917701206134e-01 1.231846810318533159e-01
1.061853436961154173e+01 4.838779837680484697e-01 1.357708314218588619e-01
1.079592998244603841e+01 4.507085722724010202e-01 1.695778259806575150e-01
1.063372822957168573e+01 4.822142845146342172e-01 1.437098070049560583e-01
1.088871995406469928e+01 4.376888577695246529e-01 1.885804478742976187e-01
1.065163961534008763e+01 4.758142307205644461e-01 1.335910618242848180e-01
1.092412832112528420e+01 4.328377085126453028e-01 2.011287596313233728e-01
1.063729276033771498e+01 4.818721654845883884e-01 1.382346036580943682e-01
1.084296766166502479e+01 4.458107084703858414e-01 1.819320083717861358e-01
1.088973271632652917e+01 4.378760223553227471e-01 1.919886734611817580e-01
1.066517705601853905e+01 4.744773319909547649e-01 1.356869949681476228e-01
1.089180108083681731e+01 4.360354937678992404e-01 1.828050671104657354e-01
1.060331794362179814e+01 4.851317589879600711e-01 1.236645292369860094e-01
1.096135045447733702e+01 4.256285680971562679e-01 2.134770508293741820e-01
1.062264030068292975e+01 4.842654902867450373e-01 1.426553287854011032e-01
1.069051659437523050e+01 4.681807682246617586e-01 1.385659115613209202e-01
1.090896928433406821e+01 4.339588056603831956e-01 1.897223182652778561e-01
1.088349858551897853e+01 4.376477485344525964e-01 1.837594289397310732e-01
1.061401032672093336e+01 4.837507826216381202e-01 1.301597332557102860e-01
1.041800726761899121e+01 5.218831035329154489e-01 1.012655625417617777e-01
1.084667129733182200e+01 4.425492629984901782e-01 1.752716940005045743e-01
1.094711263331053885e+01 4.250875191702611633e-01 1.905897892603136690e-01
1.064454162588679154e+01 4.802257428633767145e-01 1.413553720042362016e-01
1.092378757061582917e+01 4.301565573803287634e-01 1.866279805612753862e-01
1.085454399246156676e+01 4.424901565595165676e-01 1.812379277084144036e-01
1.068155699417941307e+01 4.723417485037570418e-01 1.514023087123819167e-01
1.059103321390553987e+01 4.888054134839033837e-01 1.319183500350757932e-01
1.091937500055396981e+01 4.322391443234989694e-01 1.944297422914518236e-01
1.086829661660390833e+01 4.415011817626580126e-01 1.912806464584564381e-01
1.093411816234410416e+01 4.333672046446247483e-01 2.133979527997187375e-01
1.083503243291687035e+01 4.435486955825359012e-01 1.724300537684366752e-01
1.068056141793617719e+01 4.765393830877138193e-01 1.616776643703952132e-01
1.093416912211009340e+01 4.308908498950324573e-01 2.028445097276025955e-01
1.060922114494742452e+01 4.852396282259594518e-01 1.309480844610391159e-01
1.058912699560542592e+01 4.874782335077320061e-01 1.231898072066428540e-01
1.081990920247525345e+01 4.479745141276078590e-01 1.715800004689476133e-01
1.091160557048452340e+01 4.351759385704930816e-01 1.993303211290191612e-01
1.082315839465336005e+01 4.483840614876408170e-01 1.783417616382885207e-01
1.092042170405963830e+01 4.322466560469659935e-01 1.971489625976650117e-01
1.057736535721127069e+01 4.873441655931423089e-01 1.118251593526862209e-01
1.091292452990405515e+01 4.360324690699421413e-01 2.075918412587212103e-01
1.087679116566360982e+01 4.404305902846354370e-01 1.954051826652301038e-01
1.088118182809340695e+01 4.402165959350069491e-01 1.929356202241452323e-01
1.089242869345421383e+01 4.373972430054631766e-01 1.886408171475504325e-01
1.062363061982050638e+01 4.825927024959107414e-01 1.330999213170875883e-01
1.092938491527693046e+01 4.314057648214731366e-01 2.033298056901235995e-01
1.048725507401346491e+01 5.027361316928969925e-01 1.010956067079686882e-01
1.061772806704307115e+01 4.832510872150101999e-01 1.335779388749362973e-01
1.089094123368610312e+01 4.395450952655370336e-01 1.986675645299085247e-01
1.090756969364144702e+01 4.347238107166451759e-01 1.954152766437964317e-01
1.069082179914749631e+01 4.721654730279393197e-01 1.595216579953597780e-01
1.089514459827795179e+01 4.379461034768434846e-01 1.964178848648772124e-01
1.055654812827834732e+01 4.941213858156353611e-01 1.221195737243419011e-01
1.068556174049887986e+01 4.704648809456820624e-01 1.443951621994234991e-01
1.088194851440527877e+01 4.374756315661832429e-01 1.813701415876760592e-01
1.092897111246231745e+01 4.307166347512076388e-01 1.962081261199362103e-01
1.093913581946225122e+01 4.287189421533300071e-01 2.007803826460268226e-01
1.057568679839350700e+01 4.914650222876042474e-01 1.292287750896354837e-01
1.092938491527693046e+01 4.314057648214731366e-01 2.033298056901235995e-01
1.091558723842999790e+01 4.325539320729639425e-01 1.899560143632808007e-01
1.067880049746156956e+01 4.719816135456053607e-01 1.431313273384002827e-01
1.082003801041327407e+01 4.483774269166518334e-01 1.818058500883257267e-01
1.064488147156373543e+01 4.823761018007702850e-01 1.558820559441462805e-01
1.067285376982437839e+01 4.746511576541047051e-01 1.463642997363834297e-01
1.085311230742103739e+01 4.436945704931041234e-01 1.803450997402560319e-01
1.066400774762649206e+01 4.798233067929573714e-01 1.608985766299464437e-01
1.095068558392048175e+01 4.269500367990585743e-01 2.043815870579992477e-01
1.060710205203630352e+01 4.853003125939941431e-01 1.302953123809778013e-01
1.056188587435614856e+01 4.951139234377340825e-01 1.321988523906285629e-01
1.081262977700028216e+01 4.503409609702866412e-01 1.760457121419771731e-01
1.093831642811997718e+01 4.295657511473643386e-01 2.040490726115713471e-01
1.100772073781133642e+01 4.153451667002263648e-01 2.177457221320509007e-01
1.094691481731041449e+01 4.268589502696631954e-01 1.977434287758810250e-01
1.082019464479085435e+01 4.458117240816016902e-01 1.622017958912147506e-01
1.086469676032155718e+01 4.421910845144626512e-01 1.883923680732713102e-01
1.090124384636735400e+01 4.355704300675742879e-01 1.927473922349518531e-01
1.061739496494954338e+01 4.830997134252588698e-01 1.315393865567511256e-01
1.096698126529047812e+01 4.266484330606714059e-01 2.276885730322151247e-01
1.091180449623191073e+01 4.346019182438442541e-01 1.949895335521154571e-01
1.061491564723572445e+01 4.841017382072802522e-01 1.337961237403622050e-01
1.075814781806188947e+01 4.578689120953733371e-01 1.721819305205509743e-01
1.065315603001524636e+01 4.748670411176419415e-01 1.241173269062549878e-01
1.087950335535776958e+01 4.407688539326393151e-01 1.952008466150614296e-01
1.096288541307681186e+01 4.256162758002745017e-01 2.130182242920088953e-01
1.067095167365613584e+01 4.748230185075647536e-01 1.461019128095801811e-01
1.063881715468019884e+01 4.802917243081538667e-01 1.358718728917525098e-01
1.089304083668393908e+01 4.367139896605795046e-01 1.917848267653403660e-01
1.054926519022669851e+01 4.937205824244013663e-01 1.175027593296085193e-01
1.092769393135332834e+01 4.325461242690639141e-01 2.048601560238889618e-01
1.095041277068326657e+01 4.272766718327838387e-01 2.051194815685319917e-01
1.058827284678810621e+01 4.900958520098868676e-01 1.365829353787750833e-01
1.090447636695187406e+01 4.370672308630462188e-01 2.011586898793065181e-01
1.062708622182258367e+01 4.833272443116533035e-01 1.434480205936963237e-01
1.096420055131587468e+01 4.217457393776040120e-01 1.924382877406962677e-01
1.093444289386942359e+01 4.292667349520886688e-01 1.935226375058856085e-01
1.096203534764945431e+01 4.253962676799939446e-01 2.116449500219452773e-01
1.098457342564791972e+01 4.185098650211567795e-01 2.082240467689961960e-01
1.063657164438819080e+01 4.823573611651360005e-01 1.412086715456228880e-01
1.096289172612746121e+01 4.243782122432603332e-01 2.032895022302096955e-01
1.069451571924547828e+01 4.704205090130545441e-01 1.528613611151019569e-01
1.063476038909014498e+01 4.819998235507865769e-01 1.386950519119301006e-01
1.066605858122337480e+01 4.737788491915887468e-01 1.349240284512891463e-01
1.046858051690371738e+01 5.101531996335925134e-01 1.091917017281311963e-01
1.089641817190245021e+01 4.356791791765504684e-01 1.874531706436064482e-01
1.095135023445817524e+01 4.241931744224479162e-01 1.969070551603602226e-01
1.060370499575959968e+01 4.837683016422857363e-01 1.207753313374793080e-01
1.071712810412669015e+01 4.633153669043590939e-01 1.487891591624608267e-01
1.063021338633190105e+01 4.824113988614147086e-01 1.373548213693012165e-01
1.094160680874501246e+01 4.281975694810386535e-01 2.004632343533434558e-01
1.064680954054622930e+01 4.778469770270140082e-01 1.356652294930826841e-01
1.058593320725100639e+01 4.903163174553306636e-01 1.332316768729064904e-01
1.060247101448870310e+01 4.889059099847297141e-01 1.364646270054130639e-01
1.087304278878375108e+01 4.419526943594577206e-01 1.946501112873240125e-01
1.063506196816801008e+01 4.786278388774207193e-01 1.230608654342639774e-01
1.094983244468894945e+01 4.272143685655093170e-01 2.069705922905558104e-01
1.084645897403934001e+01 4.471610688219458396e-01 1.948102406785916507e-01
1.091632122494279145e+01 4.314200605839820790e-01 1.906365032990660069e-01
1.051737020040171799e+01 5.014587856855378112e-01 1.293317450738511454e-01
1.060821725684258254e+01 4.876671869245352564e-01 1.436397371176871829e-01
1.069769997796603533e+01 4.679454670364395774e-01 1.494467297009083318e-01
1.067639514778094956e+01 4.732795039133620985e-01 1.486359907800745006e-01
1.086467610704340458e+01 4.398729453184554994e-01 1.739144291761216543e-01
1.087333952956305083e+01 4.392074783451192510e-01 1.859831970110512600e-01
1.066887005770891328e+01 4.762146200007131291e-01 1.506400001963625890e-01
1.090902867831283629e+01 4.353434907171766510e-01 1.965626545597034536e-01
1.089764422609556149e+01 4.361054328150227311e-01 1.905192948069052150e-01
1.067285376982437839e+01 4.746511576541047051e-01 1.463642997363834297e-01
1.058413281678686602e+01 4.895729764963281383e-01 1.240438453103900329e-01
1.086269872747994292e+01 4.423679162544679744e-01 1.857649383157240486e-01
1.091322264830762201e+01 4.344766952305003094e-01 2.012819689117342215e-01
1.063240851958508237e+01 4.856964899839868455e-01 1.502212994647562638e-01
1.081419724667040150e+01 4.500421384344865383e-01 1.839237518053242759e-01
1.062427918126061854e+01 4.827619566575973020e-01 1.337135437192973342e-01
1.060751874145402063e+01 4.872212391605280080e-01 1.413122195769260792e-01
1.058559147376445964e+01 4.892044331341658947e-01 1.283167938383211748e-01
1.101788107791512417e+01 4.131746869024471303e-01 2.161521341731855728e-01
1.062686169515656864e+01 4.805273084276210915e-01 1.256486824171343386e-01
1.064585402776547696e+01 4.798739395619419090e-01 1.425073295406247276e-01
1.064872120117055587e+01 4.778864300713552837e-01 1.378606492765164226e-01
1.084023904901213342e+01 4.462199741433405809e-01 1.832678921063974897e-01
1.097312378214792439e+01 4.171558791857570836e-01 1.835502772992745335e-01
1.069548901833945642e+01 4.728185402331046561e-01 1.624486125734323494e-01
1.082765019085139713e+01 4.467734572660114201e-01 1.779478964432406052e-01
1.090385996622197773e+01 4.346725984515070196e-01 1.923715442180409241e-01
1.064337583843922985e+01 4.787446340324330585e-01 1.376028865363903009e-01
1.060751874145402063e+01 4.872212391605280080e-01 1.413122195769260792e-01
1.068288195290454290e+01 4.702822812548292930e-01 1.411496877069189360e-01
1.062427918126061854e+01 4.827619566575973020e-01 1.337135437192973342e-01
1.066884084912282837e+01 4.750855058454829805e-01 1.517033258705202670e-01
1.062092102597494581e+01 4.816310163914564457e-01 1.285733557343804456e-01
1.088684694176614087e+01 4.360631410404195440e-01 1.807853333744846580e-01
1.046980444846457559e+01 5.117003592404678614e-01 1.196518995374988847e-01
1.085895364442075817e+01 4.418390585310715268e-01 1.767890952033970287e-01
1.092020031715748907e+01 4.336243741317788447e-01 2.021699132933880705e-01
1.064125338748094940e+01 4.816921364130871686e-01 1.469632195318300028e-01
1.066762734220947806e+01 4.740618593966823280e-01 1.408099564459694975e-01
1.097483053550850229e+01 4.200959109825855853e-01 2.048348486905080534e-01
1.062498089159208270e+01 4.829194859518413652e-01 1.381727975734285963e-01
1.092450449526430667e+01 4.302919523642603217e-01 1.922608360124513638e-01
1.097275275821886353e+01 4.233104440147995029e-01 2.113738009474217527e-01
1.092019541621856327e+01 4.341371494826014588e-01 2.061811530989992036e-01
1.091016850165076768e+01 4.341079001111521340e-01 1.907394324503348670e-01
1.095823825560430720e+01 4.274387283253307523e-01 2.178902444104218183e-01
1.068101727113652899e+01 4.734916424971262749e-01 1.504703382787511146e-01
1.051528640168954354e+01 4.992907013915183212e-01 1.147152756811866681e-01
1.087929773109216036e+01 4.367815044079607079e-01 1.751111785728598491e-01
1.060699159861048813e+01 4.859205084821506260e-01 1.245115215131509245e-01
1.069769997796603533e+01 4.679454670364395774e-01 1.494467297009083318e-01
1.060000100321866157e+01 4.871152094786905806e-01 1.270502379294224937e-01
1.091299391829475951e+01 4.346254923435023398e-01 1.974351600656625294e-01
1.081978826275073402e+01 4.501765464913504156e-01 1.857017983118560700e-01
1.062427918126061854e+01 4.827619566575973020e-01 1.337135437192973342e-01
1.092007878523157594e+01 4.317522616680496972e-01 1.895402768439331531e-01
1.062020768619500011e+01 4.825664294309373048e-01 1.302156999168087026e-01
1.072701105345343109e+01 4.632417986401731747e-01 1.619987244230891577e-01
1.093521110536245722e+01 4.281893518813144617e-01 1.909768420063842065e-01
1.089322391098302489e+01 4.355690222926181243e-01 1.836587675138816600e-01
1.064872120117055587e+01 4.778864300713552837e-01 1.378606492765164226e-01
1.090719629338360974e+01 4.342642282669508247e-01 1.879781650292793316e-01
1.089187166812357432e+01 4.385796622899330588e-01 1.988192011210254684e-01
1.069750214063997795e+01 4.697535151948417642e-01 1.526536804278908477e-01
1.093282227675999430e+01 4.293885794519277654e-01 1.934912941505895212e-01
1.072188646055506034e+01 4.658508955386239658e-01 1.687593196604315615e-01
1.096491840691722430e+01 4.244244481595529361e-01 2.123054843071132680e-01
1.067000555058197619e+01 4.736437936502800872e-01 1.390457853676809741e-01
1.087799708788675446e+01 4.383949646840828440e-01 1.846151683318177916e-01
1.086170418135303350e+01 4.408292758515638399e-01 1.815879027446434257e-01
1.066714233160522873e+01 4.786963176759269079e-01 1.574483252279428314e-01
1.092106483482244528e+01 4.321876131845038826e-01 1.990071781427569242e-01
1.096091775377420419e+01 4.256259207427262603e-01 2.106192596646638826e-01
1.095096522478894130e+01 4.273732639647669362e-01 2.085773568440716375e-01
1.097416988171219288e+01 4.193117707089253354e-01 1.956410082897219738e-01
1.094153260970104036e+01 4.299076331667824880e-01 2.060705424102815542e-01
1.075138831921427851e+01 4.550438548551507534e-01 1.546250721359552216e-01
1.094386345470089417e+01 4.244619904990790671e-01 1.874084251642620380e-01
1.083605275371393262e+01 4.457378743927039033e-01 1.805953115082727933e-01
1.065730219763130471e+01 4.772481813241472026e-01 1.457470886009191169e-01
1.095603904975879495e+01 4.276121970391600913e-01 2.126319976324295702e-01
1.061987523390328114e+01 4.848547510913643332e-01 1.387325922884463658e-01
1.061774991075980523e+01 4.811572936535413181e-01 1.163743587162890947e-01
1.066762734220947806e+01 4.740618593966823280e-01 1.408099564459694975e-01
1.101640017347592604e+01 4.149538821685620493e-01 2.287658035357775788e-01
1.089466497588384541e+01 4.351067797575648433e-01 1.789815180283773621e-01
1.092012019681803281e+01 4.317172759771356616e-01 1.907734242349570231e-01
1.087706732293319867e+01 4.395488642772216181e-01 1.880895807839508826e-01
1.094575925674269889e+01 4.262685977914424940e-01 1.983188491891274552e-01
1.089965977951045595e+01 4.351387866422566919e-01 1.859591307415655592e-01
1.096247198894210939e+01 4.244927993932347543e-01 2.104010010889449944e-01
1.087892703940592476e+01 4.380979113651629619e-01 1.806080585145184436e-01
1.094411795999778469e+01 4.279641881511402346e-01 2.016010477478307195e-01
1.067530768286530751e+01 4.744543085740788313e-01 1.504687528955002129e-01
1.066731100860456216e+01 4.737592655417091070e-01 1.419011840629336163e-01
1.091658213217808182e+01 4.282567783518835269e-01 1.690567362620374325e-01
1.068208404602293626e+01 4.747062898851868717e-01 1.565448942421370226e-01
1.065224065680150822e+01 4.788249540108489022e-01 1.493860892939000706e-01
1.091566799163707913e+01 4.333794389367083832e-01 1.932170898663123637e-01
1.091558879797934623e+01 4.327244812386077943e-01 1.918584029274810199e-01
1.062831950949522408e+01 4.823540022986771980e-01 1.334048099369526952e-01
1.065140853954925149e+01 4.803562223119216545e-01 1.502528895027177569e-01
1.096835263342321909e+01 4.238686625639283001e-01 2.142913149889702495e-01
1.066561567483438289e+01 4.752945763584149885e-01 1.437901141221593626e-01
1.066459340692265911e+01 4.735928535585777754e-01 1.326446970646935064e-01
1.056948313357001723e+01 4.936413588458700707e-01 1.373875808044795477e-01
1.067828130436434364e+01 4.757498946739083800e-01 1.593531614645313788e-01
1.062618021645453936e+01 4.844207747326757518e-01 1.471921705444234618e-01
1.087928581658663951e+01 4.405530070276585941e-01 1.885440722530886681e-01
1.090141157683649098e+01 4.337985509797262496e-01 1.873227949944404891e-01
1.057394451082366515e+01 4.950446770079506287e-01 1.438767292213070093e-01
1.094740414174328968e+01 4.285640173756692928e-01 2.057446271190457310e-01
1.093602357011142523e+01 4.319661871435817035e-01 2.135713386571800321e-01
1.085016233303384503e+01 4.453916243531939045e-01 1.903193525493951377e-01
1.093411816234410416e+01 4.333672046446247483e-01 2.133979527997187375e-01
1.085574004943610049e+01 4.428936075419166452e-01 1.801142079414308483e-01
1.063337604001326220e+01 4.832531598299898423e-01 1.494016214305364798e-01
1.093954126923855519e+01 4.282417195382894892e-01 1.948058528934426548e-01
1.092964040164408246e+01 4.298708670321945147e-01 1.949809033343812281e-01
1.066321622173124517e+01 4.770255449739312925e-01 1.508478872145628813e-01
1.094473090166193074e+01 4.261243665619691146e-01 1.898165327192393725e-01
1.068447486788771350e+01 4.712249782130404352e-01 1.443477500068048869e-01
1.061012336490679431e+01 4.845069545932313426e-01 1.317622706612415762e-01
1.063731287980434104e+01 4.794511749355489516e-01 1.336033609553624046e-01
1.065806786735723399e+01 4.806855060103326638e-01 1.624924982144633212e-01
1.085423714856583999e+01 4.446638094974255662e-01 1.884669413445090314e-01
1.058827284678810621e+01 4.900958520098868676e-01 1.365829353787750833e-01
1.061684776343249048e+01 4.829600005058719003e-01 1.307514365228845676e-01
1.063731287980434104e+01 4.794511749355489516e-01 1.336033609553624046e-01
1.063881715468019884e+01 4.802917243081538667e-01 1.358718728917525098e-01
1.061758611793757900e+01 4.831025525451504432e-01 1.318677203222224925e-01
1.068536502377453523e+01 4.696349675220145015e-01 1.404461661333584743e-01
1.089819683349811186e+01 4.367674452253413331e-01 1.944813075694913351e-01
1.066362949301360885e+01 4.753711520556829773e-01 1.412416965927465462e-01
1.056986865304307521e+01 4.923959091523851805e-01 1.287844311875052661e-01
1.067029590635706882e+01 4.762168417005195886e-01 1.524510120774800193e-01
1.044924542999688022e+01 5.147350412132073449e-01 1.074188543330274470e-01
1.066429451771390369e+01 4.764209079294412508e-01 1.449460336912049563e-01
1.071115787205183167e+01 4.665844603922409961e-01 1.529369751459568327e-01
1.088101145241421719e+01 4.397077261387213332e-01 1.945193441252577315e-01
1.093271764323410267e+01 4.292259394544035156e-01 1.967253400274695530e-01
1.093354516560948753e+01 4.302875570644306702e-01 1.997293575290148837e-01
1.060994446178519368e+01 4.831624015484498047e-01 1.227239008454974467e-01
1.092432111223617675e+01 4.316789680227742787e-01 2.000222449091175747e-01
1.091566799163707913e+01 4.333794389367083832e-01 1.932170898663123637e-01
1.091923115006344247e+01 4.306257322866415271e-01 1.865638067078845275e-01
1.062250841470713780e+01 4.847028328097361949e-01 1.448586555040183299e-01
1.103103166355979425e+01 4.122546214391017427e-01 2.252812455472561481e-01
1.097275275821886353e+01 4.233104440147995029e-01 2.113738009474217527e-01
1.057410260454961382e+01 4.904257839454336243e-01 1.200131415335463636e-01
1.068878294796085093e+01 4.724846677703644082e-01 1.541741858003344845e-01
1.062814829135496630e+01 4.823935765387277752e-01 1.369368921294515928e-01
1.090537424891366136e+01 4.329096604192168019e-01 1.828824621819444829e-01
1.056219723214555195e+01 4.911702830974571388e-01 1.111315846200020552e-01
1.098074900773534601e+01 4.209059600691991698e-01 2.154712701708461076e-01
1.093361698954475969e+01 4.279802713926743607e-01 1.894678354218441996e-01
1.096212602234705180e+01 4.263772683972770206e-01 2.145946567250054393e-01
1.085198189556656345e+01 4.444938483867023060e-01 1.840538805301559222e-01
1.060914095358987908e+01 4.851877555964672628e-01 1.277725662653512728e-01
1.067215841058407122e+01 4.733003822225296253e-01 1.386181165420619088e-01
1.069082179914749631e+01 4.721654730279393197e-01 1.595216579953597780e-01
1.091863284235662057e+01 4.337252900398279598e-01 2.002951631033051960e-01
1.096853356372213106e+01 4.229684461630072723e-01 2.018706160502055091e-01
1.093828959602119610e+01 4.271006266867419243e-01 1.897473110776113359e-01
1.066627564166542896e+01 4.736989324457234751e-01 1.366601035820704801e-01
1.097649779142820314e+01 4.215295183029121873e-01 2.118817601206099965e-01
1.096135045447733702e+01 4.256285680971562679e-01 2.134770508293741820e-01
1.093913581946225122e+01 4.287189421533300071e-01 2.007803826460268226e-01
1.096505953609068129e+01 4.231911805666011550e-01 2.024725307217560832e-01
1.084063546905278308e+01 4.445431008514211801e-01 1.772629705834805058e-01
1.064327665032402237e+01 4.764258490873082286e-01 1.222015910856284471e-01
1.062831950949522408e+01 4.823540022986771980e-01 1.334048099369526952e-01
1.061014660624529071e+01 4.849889957888156578e-01 1.291134037272816393e-01
1.060199346209907745e+01 4.847306086151338955e-01 1.210873649575594513e-01
1.082406048566016565e+01 4.473621070542847522e-01 1.767527711575818117e-01
1.097372324670150689e+01 4.214519812306131152e-01 2.037041574677576072e-01
1.094160680874501246e+01 4.281975694810386535e-01 2.004632343533434558e-01
1.094490334252592412e+01 4.258026555961356152e-01 1.921887817449197122e-01
1.055052952888441098e+01 4.950964602434533290e-01 1.296345526929001402e-01
1.063506196816801008e+01 4.786278388774207193e-01 1.230608654342639774e-01
1.090896928433406821e+01 4.339588056603831956e-01 1.897223182652778561e-01
1.095353059028199283e+01 4.246751754793812172e-01 1.999593782836281974e-01
1.094711263331053885e+01 4.250875191702611633e-01 1.905897892603136690e-01
1.064872120117055587e+01 4.778864300713552837e-01 1.378606492765164226e-01
1.094433636610693483e+01 4.252605426361907304e-01 1.881308991317496293e-01
1.080701281374783207e+01 4.511131250537921966e-01 1.754298108168903525e-01
1.094943897635132757e+01 4.272201941150411408e-01 2.036819680373813668e-01
1.068151673880304919e+01 4.706003593691430731e-01 1.396577290528293602e-01
1.064454162588679154e+01 4.802257428633767145e-01 1.413553720042362016e-01
1.066605858122337480e+01 4.737788491915887468e-01 1.349240284512891463e-01
1.088254124055282368e+01 4.414601850762488455e-01 2.020303041737108174e-01
1.087014843900539951e+01 4.433233384578601499e-01 1.990319529672763821e-01
1.087204401545775490e+01 4.393644998671839552e-01 1.818198237106649628e-01
